,price,address,postcode,number_bedrooms
495,575000.0,"Lyon Road, Harrow, HA1",HA1,3.0
497,725000.0,"Athol Close, Pinner, Middlesex, HA5",HA5,4.0
498,355000.0,"Winston Court, Harrow, HA3",HA3,2.0
499,700000.0,"Chambers Walk, Stanmore, Middlesex, HA7",HA7,4.0
501,424000.0,"12 Matrix Court, Eastcote Lane, Harrow, Middlesex, HA2",HA2,2.0
502,1200000.0,"Snaresbrook Drive, Stanmore, HA7",HA7,4.0
503,315000.0,"Charlwood Close, Harrow, HA3",HA3,2.0
507,400000.0," Chestnut Court, Roxborough Avenue, Harrow on the Hill, HA1",HA1,2.0
508,269000.0,"Herga Road, Harrow, Middlesex, HA3, UK",HA3,2.0
510,835000.0,"Wemborough Road, Stanmore, Middlesex, HA7",HA7,3.0
512,625000.0,"Mead Close, Harrow, HA3",HA3,4.0
513,500000.0,"Howard Road, Stanmore, HA7",HA7,2.0
514,340000.0,"Headstone Drive,
Harrow,
HA1 4TY",HA1,1.0
515,795000.0,"Lady Aylesford Avenue, Stanmore, HA7",HA7,5.0
516,365000.0," STANMORE HILL, STANMORE, HA7",HA7,2.0
517,800000.0,"Old Church Lane, Stanmore, HA7",HA7,4.0
518,1000000.0,"Holmdene Avenue, Harrow, Middlesex, HA2",HA2,4.0
519,749950.0,"Headstone Lane, North Harrow, Middlesex HA2",HA2,3.0
521,370000.0,"Rushout Avenue, Harrow, Middlesex, HA3 0AH",HA3,1.0
523,345000.0," RAINSFORD CLOSE, STANMORE , HA7",HA7,2.0
524,2850000.0,"Clamp Hill, Stanmore, HA7",HA7,7.0
526,575000.0,"Belsize Road, Harrow Weald, Harrow, HA3",HA3,3.0
527,775000.0,"Wellington House, Aylmer Drive, Stanmore, HA7",HA7,2.0
528,325000.0,"2 Caulfield Gardens, Pinner, HA5",HA5,1.0
529,550000.0,"Copperfield Way, Pinner, Middlesex, HA5",HA5,3.0
530,499950.0,"Northolt Road, Harrow, Middlesex, HA2",HA2,2.0
531,505000.0,"Northolt Road, Harrow, Middlesex, HA2",HA2,2.0
532,485000.0,"Northolt Road, Harrow, Middlesex, HA2",HA2,2.0
534,480000.0,"West Street, Harrow, Middlesex, HA1",HA1,3.0
535,410000.0,"Spectrum, 
Harrow,
HA2",HA2,2.0
536,625000.0,"Mepham Gardens, Harrow , Middlesex, HA3 6QS",HA3,4.0
540,425000.0,"Durham House, Stratton Close, Edgware, HA8",HA8,2.0
541,329950.0,"East Croft House, 86 Northolt Road, Harrow, HA2",HA2,2.0
542,625000.0,"Mepham Gardens,Harrow,HA3",HA3,3.0
543,450000.0,"Moorhouse Road,Harrow,HA3",HA3,3.0
544,575000.0,"Wychwood Close, Edgware, HA8",HA8,3.0
545,675000.0,"Derwent Avenue, Pinner, Middlesex, HA5",HA5,4.0
546,1495000.0,"Templars Drive, Harrow, HA3",HA3,4.0
548,400000.0,"Hatch End, Hatch End, Pinner, HA5",HA5,2.0
549,735000.0," Merton Road,  Harrow, HA2",HA2,5.0
550,1250000.0,"Briants Close, Pinner, HA5",HA5,6.0
551,930000.0,"Pinner Hill Road, Pinner, HA5",HA5,5.0
552,930000.0,"Pinner Hill Road, Pinner, Middlesex, HA5",HA5,5.0
556,285000.0,"The Seasons, September Way, Stanmore, HA7",HA7,1.0
557,280000.0,"Ruskin Gardens, Harrow, Middx, HA3",HA3,3.0
558,1625000.0,"Georgian Close, Stanmore, HA7",HA7,5.0
559,465000.0,"Laburnum Court, Stanmore, Middlesex, HA7",HA7,2.0
560,375000.0,"Culverlands Close, Stanmore, HA7",HA7,2.0
561,595000.0,"Wynchgate, Harrow Weald, HA3",HA3,4.0
564,285000.0,"Platinum House, HA1 2EX",HA1,2.0
567,699950.0,"Lyncroft Avenue, Pinner, Middlesex AH5",AH5,3.0
568,480000.0,"Harrow One, St Johns Road, HA1",HA1,2.0
569,325000.0,"29 Peterborough Road, Harrow, HA1",HA1,2.0
571,599950.0,"Vancouver Road, Edgware, HA8",HA8,3.0
572,470000.0,"Derby House, Chesswood Way, Pinner, Middlesex, HA5",HA5,2.0
573,795000.0,"Hawlands Drive, Pinner, Middlesex, HA5",HA5,5.0
